0.000000000000000000e+00,1.809670715332031250e+02,4.229278182983398438e+01
2.000000000000000000e+01,1.809241027832031250e+02,4.251330184936523438e+01
4.000000000000000000e+01,1.701530609130859375e+02,4.108526992797851562e+01
6.000000000000000000e+01,1.475532684326171875e+02,3.838935089111328125e+01
8.000000000000000000e+01,6.061020278930664062e+01,2.820484352111816406e+01
1.000000000000000000e+02,1.364607238769531250e+02,3.780511474609375000e+01
1.200000000000000000e+02,1.468620452880859375e+02,3.889301300048828125e+01
1.400000000000000000e+02,1.677694396972656250e+02,4.057977676391601562e+01
1.600000000000000000e+02,5.288289260864257812e+01,3.348331832885742188e+01
1.800000000000000000e+02,1.569089508056640625e+02,3.899314117431640625e+01
2.000000000000000000e+02,1.453071594238281250e+02,3.850852584838867188e+01
2.200000000000000000e+02,6.449803924560546875e+01,2.574120140075683594e+01
2.400000000000000000e+02,4.893884277343750000e+01,3.226170730590820312e+01
2.500000000000000000e+02,1.479691619873046875e+02,3.844318771362304688e+01
2.700000000000000000e+02,4.782468032836914062e+01,2.965894508361816406e+01
2.900000000000000000e+02,6.707700347900390625e+01,3.493786239624023438e+01
3.100000000000000000e+02,5.056211090087890625e+01,2.680925750732421875e+01
3.300000000000000000e+02,1.489022216796875000e+02,3.849888992309570312e+01
3.500000000000000000e+02,7.478838348388671875e+01,3.426106643676757812e+01
3.700000000000000000e+02,1.340018768310546875e+02,3.671785736083984375e+01
3.900000000000000000e+02,1.011586914062500000e+02,3.491527557373046875e+01
4.100000000000000000e+02,1.583543701171875000e+02,3.981755065917968750e+01
4.300000000000000000e+02,4.857505798339843750e+01,2.636729431152343750e+01
4.500000000000000000e+02,1.550151367187500000e+02,3.893797683715820312e+01
4.700000000000000000e+02,1.439859466552734375e+02,3.768978881835937500e+01
4.900000000000000000e+02,1.621193237304687500e+02,4.015364074707031250e+01
5.000000000000000000e+02,7.029619598388671875e+01,3.272520446777343750e+01
5.200000000000000000e+02,5.676410675048828125e+01,2.246182632446289062e+01
5.400000000000000000e+02,4.864030075073242188e+01,2.556668281555175781e+01
5.600000000000000000e+02,4.843028640747070312e+01,2.526804351806640625e+01
5.800000000000000000e+02,1.686590118408203125e+02,4.064880371093750000e+01
6.000000000000000000e+02,8.419421386718750000e+01,3.402785491943359375e+01
6.200000000000000000e+02,1.247717819213867188e+02,3.665376663208007812e+01
6.400000000000000000e+02,4.393816757202148438e+01,3.047918319702148438e+01
6.600000000000000000e+02,1.029738922119140625e+02,3.512108230590820312e+01
6.800000000000000000e+02,5.506232452392578125e+01,3.303125000000000000e+01
7.000000000000000000e+02,4.305368804931640625e+01,3.015220260620117188e+01
7.200000000000000000e+02,1.171093215942382812e+02,3.544340133666992188e+01
