0.000000000000000000e+00,1.642303009033203125e+02,3.844462966918945312e+01
2.000000000000000000e+01,1.211294097900390625e+02,2.815555000305175781e+01
4.000000000000000000e+01,1.657272720336914062e+01,6.398538112640380859e+00
6.000000000000000000e+01,9.474967002868652344e+00,5.449943542480468750e+00
8.000000000000000000e+01,7.651390552520751953e+00,5.258971691131591797e+00
1.000000000000000000e+02,7.609379291534423828e+00,4.977328777313232422e+00
1.200000000000000000e+02,7.624214172363281250e+00,4.932668209075927734e+00
1.250000000000000000e+02,7.449039459228515625e+00,4.950703620910644531e+00
1.450000000000000000e+02,7.549601078033447266e+00,5.095098972320556641e+00
1.650000000000000000e+02,7.503044605255126953e+00,4.977718353271484375e+00
1.850000000000000000e+02,7.557386875152587891e+00,5.129475593566894531e+00
2.050000000000000000e+02,7.522777557373046875e+00,4.899632930755615234e+00
2.250000000000000000e+02,7.417688846588134766e+00,4.930203914642333984e+00
2.450000000000000000e+02,7.447410583496093750e+00,5.104950904846191406e+00
2.500000000000000000e+02,7.446005821228027344e+00,5.066365242004394531e+00
2.700000000000000000e+02,7.572904586791992188e+00,5.357509613037109375e+00
2.900000000000000000e+02,7.515532493591308594e+00,5.077896595001220703e+00
3.100000000000000000e+02,7.283718109130859375e+00,5.049579620361328125e+00
3.300000000000000000e+02,7.507466316223144531e+00,5.113486289978027344e+00
3.500000000000000000e+02,7.222692489624023438e+00,4.986546993255615234e+00
3.700000000000000000e+02,7.126646518707275391e+00,4.882474899291992188e+00
3.750000000000000000e+02,7.437959194183349609e+00,5.159732818603515625e+00
3.950000000000000000e+02,7.183033466339111328e+00,5.024743080139160156e+00
4.150000000000000000e+02,7.115315914154052734e+00,4.829762458801269531e+00
4.350000000000000000e+02,7.223245620727539062e+00,4.957396984100341797e+00
4.550000000000000000e+02,7.337737083435058594e+00,5.035694122314453125e+00
4.750000000000000000e+02,7.359525203704833984e+00,5.076540470123291016e+00
4.950000000000000000e+02,7.264251232147216797e+00,5.075969696044921875e+00
5.000000000000000000e+02,7.183654785156250000e+00,4.696574687957763672e+00
5.200000000000000000e+02,7.289440631866455078e+00,4.983914375305175781e+00
5.400000000000000000e+02,7.117871284484863281e+00,4.907063007354736328e+00
5.600000000000000000e+02,7.523268699645996094e+00,5.104828357696533203e+00
5.800000000000000000e+02,7.392743587493896484e+00,5.236416816711425781e+00
6.000000000000000000e+02,7.366620540618896484e+00,5.192437648773193359e+00
6.200000000000000000e+02,7.380351066589355469e+00,5.178581714630126953e+00
6.250000000000000000e+02,7.253565311431884766e+00,5.042229652404785156e+00
6.450000000000000000e+02,6.983988285064697266e+00,4.848361968994140625e+00
6.650000000000000000e+02,7.299252033233642578e+00,5.067130565643310547e+00
6.850000000000000000e+02,7.263470172882080078e+00,5.034469604492187500e+00
7.050000000000000000e+02,7.076933860778808594e+00,4.923136711120605469e+00
7.250000000000000000e+02,7.338260173797607422e+00,5.151574134826660156e+00
7.450000000000000000e+02,7.121760845184326172e+00,5.038863658905029297e+00
7.500000000000000000e+02,7.329294681549072266e+00,5.088661193847656250e+00
7.700000000000000000e+02,7.088593006134033203e+00,5.047999382019042969e+00
7.900000000000000000e+02,7.220026493072509766e+00,4.972336769104003906e+00
8.100000000000000000e+02,7.329993724822998047e+00,5.018281936645507812e+00
8.300000000000000000e+02,7.163149833679199219e+00,5.054992675781250000e+00
8.500000000000000000e+02,7.124629020690917969e+00,4.981864452362060547e+00
8.700000000000000000e+02,7.297106742858886719e+00,5.255480289459228516e+00
8.750000000000000000e+02,6.885888099670410156e+00,5.114177703857421875e+00
8.950000000000000000e+02,7.239978790283203125e+00,5.098889827728271484e+00
9.150000000000000000e+02,7.258240222930908203e+00,5.214493274688720703e+00
9.350000000000000000e+02,7.060069084167480469e+00,4.975883007049560547e+00
9.550000000000000000e+02,7.208037376403808594e+00,5.097940444946289062e+00
9.750000000000000000e+02,7.041706562042236328e+00,5.174816131591796875e+00
9.950000000000000000e+02,6.974411487579345703e+00,4.951058864593505859e+00
1.000000000000000000e+03,7.092324733734130859e+00,4.985056400299072266e+00
1.020000000000000000e+03,7.160945415496826172e+00,4.979938507080078125e+00
1.040000000000000000e+03,7.199829578399658203e+00,4.936116218566894531e+00
1.060000000000000000e+03,7.036579608917236328e+00,4.988651275634765625e+00
1.080000000000000000e+03,7.018422126770019531e+00,4.906917095184326172e+00
1.100000000000000000e+03,7.284518241882324219e+00,5.057050704956054688e+00
1.120000000000000000e+03,7.217479705810546875e+00,4.944365501403808594e+00
1.125000000000000000e+03,7.113014698028564453e+00,5.015464782714843750e+00
1.145000000000000000e+03,7.228091716766357422e+00,5.083297252655029297e+00
1.165000000000000000e+03,7.128050327301025391e+00,4.982871055603027344e+00
1.185000000000000000e+03,7.074222564697265625e+00,5.023548603057861328e+00
1.205000000000000000e+03,7.055058956146240234e+00,4.873218536376953125e+00
1.225000000000000000e+03,7.089147567749023438e+00,4.981332302093505859e+00
1.245000000000000000e+03,7.137632369995117188e+00,5.011711120605468750e+00
1.250000000000000000e+03,6.996819972991943359e+00,4.960796833038330078e+00
1.270000000000000000e+03,7.064858913421630859e+00,5.061196804046630859e+00
1.290000000000000000e+03,7.001255035400390625e+00,4.633291721343994141e+00
1.310000000000000000e+03,7.064736843109130859e+00,5.170183658599853516e+00
1.330000000000000000e+03,7.062647819519042969e+00,5.101312160491943359e+00
1.350000000000000000e+03,7.094495773315429688e+00,5.096554279327392578e+00
1.370000000000000000e+03,7.004833221435546875e+00,4.719466209411621094e+00
1.375000000000000000e+03,7.132918834686279297e+00,5.032874107360839844e+00
1.395000000000000000e+03,7.096347808837890625e+00,5.034117221832275391e+00
1.415000000000000000e+03,7.181191921234130859e+00,5.265518665313720703e+00
1.435000000000000000e+03,7.197568893432617188e+00,4.922227859497070312e+00
1.455000000000000000e+03,7.070369243621826172e+00,4.865879535675048828e+00
1.475000000000000000e+03,7.107824325561523438e+00,5.047496318817138672e+00
1.495000000000000000e+03,7.046613216400146484e+00,4.680634021759033203e+00
1.500000000000000000e+03,7.002096176147460938e+00,4.856592655181884766e+00
1.520000000000000000e+03,6.996804237365722656e+00,4.957559585571289062e+00
1.540000000000000000e+03,6.920026779174804688e+00,4.837467193603515625e+00
1.560000000000000000e+03,6.992088794708251953e+00,5.030876159667968750e+00
1.580000000000000000e+03,6.869582176208496094e+00,5.009723186492919922e+00
1.600000000000000000e+03,6.911494255065917969e+00,4.944949150085449219e+00
1.620000000000000000e+03,7.053386688232421875e+00,5.139520645141601562e+00
1.625000000000000000e+03,7.036681652069091797e+00,4.822041988372802734e+00
1.645000000000000000e+03,7.040983200073242188e+00,5.122524261474609375e+00
1.665000000000000000e+03,7.324745655059814453e+00,5.275589466094970703e+00
1.685000000000000000e+03,7.103199481964111328e+00,4.990285396575927734e+00
1.705000000000000000e+03,7.132323741912841797e+00,4.896092414855957031e+00
1.725000000000000000e+03,7.000596523284912109e+00,5.063467025756835938e+00
1.745000000000000000e+03,7.072722434997558594e+00,4.950103282928466797e+00
1.750000000000000000e+03,7.118245601654052734e+00,5.120398521423339844e+00
1.770000000000000000e+03,6.999889373779296875e+00,5.027785778045654297e+00
1.790000000000000000e+03,6.994189739227294922e+00,5.135325431823730469e+00
