0.000000000000000000e+00,1.812798767089843750e+02,4.254582214355468750e+01
2.000000000000000000e+01,1.808125915527343750e+02,4.226116943359375000e+01
4.000000000000000000e+01,1.110422439575195312e+02,2.856296920776367188e+01
6.000000000000000000e+01,2.520908546447753906e+01,1.408412933349609375e+01
8.000000000000000000e+01,5.487866210937500000e+01,1.978419494628906250e+01
1.000000000000000000e+02,4.284743881225585938e+01,1.467265892028808594e+01
1.200000000000000000e+02,3.549449539184570312e+01,1.152672290802001953e+01
1.400000000000000000e+02,3.090475273132324219e+01,8.972404479980468750e+00
1.600000000000000000e+02,3.390470504760742188e+01,9.998579025268554688e+00
1.800000000000000000e+02,3.891696929931640625e+01,1.169515800476074219e+01
2.000000000000000000e+02,3.099454498291015625e+01,8.911130905151367188e+00
2.200000000000000000e+02,3.376329803466796875e+01,9.600381851196289062e+00
2.400000000000000000e+02,3.678923797607421875e+01,1.076045417785644531e+01
2.500000000000000000e+02,3.586977386474609375e+01,1.127721118927001953e+01
2.700000000000000000e+02,5.294120407104492188e+01,1.692450714111328125e+01
2.900000000000000000e+02,3.837084579467773438e+01,1.082918739318847656e+01
3.100000000000000000e+02,3.500222015380859375e+01,9.579960823059082031e+00
3.300000000000000000e+02,3.493275451660156250e+01,9.386396408081054688e+00
3.500000000000000000e+02,3.582050323486328125e+01,1.021966648101806641e+01
3.700000000000000000e+02,3.377672195434570312e+01,9.477448463439941406e+00
3.900000000000000000e+02,3.413241195678710938e+01,8.818239212036132812e+00
4.100000000000000000e+02,4.009861373901367188e+01,1.141856575012207031e+01
4.300000000000000000e+02,3.165564918518066406e+01,8.566112518310546875e+00
4.500000000000000000e+02,3.460543060302734375e+01,9.406867027282714844e+00
4.700000000000000000e+02,3.273159408569335938e+01,8.806149482727050781e+00
4.900000000000000000e+02,3.267480850219726562e+01,9.169049263000488281e+00
5.000000000000000000e+02,3.067845916748046875e+01,8.556368827819824219e+00
5.200000000000000000e+02,3.156787681579589844e+01,8.336483001708984375e+00
5.400000000000000000e+02,3.222608947753906250e+01,9.080677032470703125e+00
5.600000000000000000e+02,3.344311904907226562e+01,8.924391746520996094e+00
